mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_chi2__k,param_clf__alpha,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,split50_test_score,split51_test_score,split52_test_score,split53_test_score,split54_test_score,split55_test_score,split56_test_score,split57_test_score,split58_test_score,split59_test_score,split60_test_score,split61_test_score,split62_test_score,split63_test_score,split64_test_score,split65_test_score,split66_test_score,split67_test_score,split68_test_score,split69_test_score,split70_test_score,split71_test_score,split72_test_score,split73_test_score,split74_test_score,split75_test_score,split76_test_score,split77_test_score,split78_test_score,split79_test_score,split80_test_score,split81_test_score,split82_test_score,split83_test_score,split84_test_score,split85_test_score,split86_test_score,split87_test_score,split88_test_score,split89_test_score,split90_test_score,split91_test_score,split92_test_score,split93_test_score,split94_test_score,split95_test_score,split96_test_score,split97_test_score,split98_test_score,split99_test_score,mean_test_score,std_test_score,rank_test_score
0.03400545120239258,0.010730295628978443,0.01094996452331543,0.0042758552817889995,1000,0.1,3000,"(1, 1)","{'chi2__k': 1000, 'clf__alpha': 0.1, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.8909613212874082,0.8203349615677991,0.7986718354109659,0.8991278166278166,0.8442161333977191,0.798031408320033,0.8158132376882377,0.885819964349376,0.8615137097202314,0.9217251317523056,0.8572072372072371,0.8410435004041141,0.8687967587967589,0.8249078410459485,0.9070995670995671,0.7550715722111603,0.8413892267153137,0.9302605637116506,0.9090096618357488,0.9034595253425176,0.8548933103509762,0.8203115957692617,0.8516125541125541,0.8894529012177754,0.9094975073235942,0.8617430910051047,0.7857401354683964,0.9053535353535354,0.8726301295323035,0.8640151930337352,0.8145782209880675,0.8262651272403014,0.8780841018884498,0.8592618403716802,0.8861714975845412,0.8638751599277915,0.8308372153209109,0.8478700711053653,0.8319271911663216,0.9189584924879042,0.8653045638571955,0.8755092606351187,0.9014339826839827,0.7977882081686429,0.8031481133283193,0.7918093604712795,0.8913852813852814,0.8722707413004728,0.868149453203801,0.837530193236715,0.8717382154882155,0.8900863448146057,0.8509273207610804,0.8605377225114067,0.8887555007921141,0.7928522544283414,0.9194145256916996,0.8242910471171341,0.9059049344375432,0.8073773690078038,0.909545376121463,0.8494568535329405,0.8430081746897604,0.8650219828480699,0.8664356295878035,0.8586617428465255,0.8866896118755386,0.8320471798732668,0.8160551948051947,0.8748274261297548,0.8149671584454193,0.8533031570115969,0.7925130666435014,0.8647232397232397,0.8786777495959418,0.8859960775914564,0.8780997949419003,0.8513529948312557,0.8562856829161176,0.94129034914361,0.9216346153846153,0.8576239340369776,0.8901363463005338,0.8245392902591044,0.9124417963805835,0.7970572839191352,0.7848550724637682,0.7836184829663091,0.8529258684149988,0.8359189723320158,0.8636078414339283,0.8317162264624098,0.887862512201757,0.853133439450575,0.8494099378881987,0.8036206265554091,0.8551581027667985,0.8854834296138645,0.899394608061656,0.8742559523809523,0.8574710702148917,0.03865422716096799,55
0.04907572269439697,0.007151411147899713,0.013235080242156982,0.002413881642471996,1000,0.1,3000,"(1, 2)","{'chi2__k': 1000, 'clf__alpha': 0.1, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.8591092815230746,0.8218459191456904,0.906669559127999,0.9228830380146169,0.8851803865358853,0.8499164124078311,0.8404895949461166,0.9217233810520256,0.9207824815662344,0.9337540478844826,0.8769330669330669,0.8990950808027467,0.9118470659775009,0.8806873189739323,0.91566534914361,0.8177795031055901,0.8451939443811929,0.9762598952624528,0.9314087301587302,0.8598579681188376,0.9359744855110987,0.9113431677018633,0.8862978017293874,0.8887282765543636,0.9218340888707022,0.8847817171386966,0.8374385025200243,0.9195814752879969,0.8938387216648087,0.9099091445638761,0.8577353202353202,0.8863387216648086,0.8771522813882149,0.9328623188405798,0.9078498494259364,0.8653369094673442,0.8542126623376624,0.8946426367749898,0.8839155200253599,0.956231884057971,0.9130510793554272,0.9549042443064182,0.869032634032634,0.8743541000062739,0.8292747885854292,0.7999927382135621,0.9236144290492116,0.8995137520718016,0.9053762886300072,0.9196621089907535,0.9127827969132317,0.8795740793023402,0.8738271088814566,0.9202991875274484,0.8975877192982455,0.8345289855072464,0.900076581027668,0.8296179588777041,0.9541172224038357,0.8888708513708514,0.9057756246311234,0.9309448522492001,0.8577947579240682,0.8792082726579293,0.9087278968171417,0.9096674762435633,0.9314570393374741,0.865680104209516,0.8728862918164977,0.9019990730517047,0.8399451145614829,0.9335884164145034,0.8552536988606783,0.8989795292426872,0.9234117986005858,0.8684295341396544,0.8911312028932166,0.8943687233818813,0.863868230358505,0.9766946778711485,0.955450781102955,0.9001749880554228,0.8881183731727209,0.8755281855825334,0.943783606744133,0.8428305028305028,0.8510024154589373,0.8623593568902493,0.8590981240981241,0.8984947932502281,0.883788295038295,0.9142584198243868,0.9079538520213577,0.8868081066418663,0.8748260949576739,0.8664189706809844,0.9200038138825324,0.8984775007601095,0.8978619721239858,0.9105691367456072,0.8921076577029935,0.03482197908829547,1
0.03701067447662353,0.006477684959380383,0.012449471950531006,0.003190243772031581,1000,0.1,5000,"(1, 1)","{'chi2__k': 1000, 'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",0.8909613212874082,0.8203349615677991,0.7986718354109659,0.8991278166278166,0.8442161333977191,0.798031408320033,0.8158132376882377,0.885819964349376,0.8615137097202314,0.9217251317523056,0.8572072372072371,0.8410435004041141,0.8687967587967589,0.8249078410459485,0.9070995670995671,0.7550715722111603,0.8413892267153137,0.9302605637116506,0.9090096618357488,0.9034595253425176,0.8548933103509762,0.8203115957692617,0.8516125541125541,0.8894529012177754,0.9094975073235942,0.8617430910051047,0.7857401354683964,0.9053535353535354,0.8726301295323035,0.8640151930337352,0.8145782209880675,0.8262651272403014,0.8780841018884498,0.8592618403716802,0.8861714975845412,0.8638751599277915,0.8308372153209109,0.8478700711053653,0.8319271911663216,0.9189584924879042,0.8653045638571955,0.8755092606351187,0.9014339826839827,0.7977882081686429,0.8031481133283193,0.7918093604712795,0.8913852813852814,0.8722707413004728,0.868149453203801,0.837530193236715,0.8717382154882155,0.8900863448146057,0.8509273207610804,0.8605377225114067,0.8887555007921141,0.7928522544283414,0.9194145256916996,0.8242910471171341,0.9059049344375432,0.8073773690078038,0.909545376121463,0.8494568535329405,0.8430081746897604,0.8650219828480699,0.8664356295878035,0.8586617428465255,0.8866896118755386,0.8320471798732668,0.8160551948051947,0.8748274261297548,0.8149671584454193,0.8533031570115969,0.7925130666435014,0.8647232397232397,0.8786777495959418,0.8859960775914564,0.8780997949419003,0.8513529948312557,0.8562856829161176,0.94129034914361,0.9216346153846153,0.8576239340369776,0.8901363463005338,0.8245392902591044,0.9124417963805835,0.7970572839191352,0.7848550724637682,0.7836184829663091,0.8529258684149988,0.8359189723320158,0.8636078414339283,0.8317162264624098,0.887862512201757,0.853133439450575,0.8494099378881987,0.8036206265554091,0.8551581027667985,0.8854834296138645,0.899394608061656,0.8742559523809523,0.8574710702148917,0.03865422716096799,55
0.04931714057922363,0.007055193441425352,0.013663978576660156,0.002203611747190935,1000,0.1,5000,"(1, 2)","{'chi2__k': 1000, 'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2)}",0.8591092815230746,0.8218459191456904,0.906669559127999,0.9228830380146169,0.8851803865358853,0.8499164124078311,0.8404895949461166,0.9217233810520256,0.9207824815662344,0.9337540478844826,0.8769330669330669,0.8990950808027467,0.9118470659775009,0.8806873189739323,0.91566534914361,0.8177795031055901,0.8451939443811929,0.9762598952624528,0.9314087301587302,0.8598579681188376,0.9359744855110987,0.9113431677018633,0.8862978017293874,0.8887282765543636,0.9218340888707022,0.8847817171386966,0.8374385025200243,0.9195814752879969,0.8938387216648087,0.9099091445638761,0.8577353202353202,0.8863387216648086,0.8771522813882149,0.9328623188405798,0.9078498494259364,0.8653369094673442,0.8542126623376624,0.8946426367749898,0.8839155200253599,0.956231884057971,0.9130510793554272,0.9549042443064182,0.869032634032634,0.8743541000062739,0.8292747885854292,0.7999927382135621,0.9236144290492116,0.8995137520718016,0.9053762886300072,0.9196621089907535,0.9127827969132317,0.8795740793023402,0.8738271088814566,0.9202991875274484,0.8975877192982455,0.8345289855072464,0.900076581027668,0.8296179588777041,0.9541172224038357,0.8888708513708514,0.9057756246311234,0.9309448522492001,0.8577947579240682,0.8792082726579293,0.9087278968171417,0.9096674762435633,0.9314570393374741,0.865680104209516,0.8728862918164977,0.9019990730517047,0.8399451145614829,0.9335884164145034,0.8552536988606783,0.8989795292426872,0.9234117986005858,0.8684295341396544,0.8911312028932166,0.8943687233818813,0.863868230358505,0.9766946778711485,0.955450781102955,0.9001749880554228,0.8881183731727209,0.8755281855825334,0.943783606744133,0.8428305028305028,0.8510024154589373,0.8623593568902493,0.8590981240981241,0.8984947932502281,0.883788295038295,0.9142584198243868,0.9079538520213577,0.8868081066418663,0.8748260949576739,0.8664189706809844,0.9200038138825324,0.8984775007601095,0.8978619721239858,0.9105691367456072,0.8921076577029935,0.03482197908829547,1
0.034983491897583006,0.0064483088139534565,0.011565458774566651,0.0027426850089885785,1000,0.1,8000,"(1, 1)","{'chi2__k': 1000, 'clf__alpha': 0.1, 'tfidf__max_features': 8000, 'tfidf__ngram_range': (1, 1)}",0.8909613212874082,0.8203349615677991,0.7986718354109659,0.8991278166278166,0.8442161333977191,0.798031408320033,0.8158132376882377,0.885819964349376,0.8615137097202314,0.9217251317523056,0.8572072372072371,0.8410435004041141,0.8687967587967589,0.8249078410459485,0.9070995670995671,0.7550715722111603,0.8413892267153137,0.9302605637116506,0.9090096618357488,0.9034595253425176,0.8548933103509762,0.8203115957692617,0.8516125541125541,0.8894529012177754,0.9094975073235942,0.8617430910051047,0.7857401354683964,0.9053535353535354,0.8726301295323035,0.8640151930337352,0.8145782209880675,0.8262651272403014,0.8780841018884498,0.8592618403716802,0.8861714975845412,0.8638751599277915,0.8308372153209109,0.8478700711053653,0.8319271911663216,0.9189584924879042,0.8653045638571955,0.8755092606351187,0.9014339826839827,0.7977882081686429,0.8031481133283193,0.7918093604712795,0.8913852813852814,0.8722707413004728,0.868149453203801,0.837530193236715,0.8717382154882155,0.8900863448146057,0.8509273207610804,0.8605377225114067,0.8887555007921141,0.7928522544283414,0.9194145256916996,0.8242910471171341,0.9059049344375432,0.8073773690078038,0.909545376121463,0.8494568535329405,0.8430081746897604,0.8650219828480699,0.8664356295878035,0.8586617428465255,0.8866896118755386,0.8320471798732668,0.8160551948051947,0.8748274261297548,0.8149671584454193,0.8533031570115969,0.7925130666435014,0.8647232397232397,0.8786777495959418,0.8859960775914564,0.8780997949419003,0.8513529948312557,0.8562856829161176,0.94129034914361,0.9216346153846153,0.8576239340369776,0.8901363463005338,0.8245392902591044,0.9124417963805835,0.7970572839191352,0.7848550724637682,0.7836184829663091,0.8529258684149988,0.8359189723320158,0.8636078414339283,0.8317162264624098,0.887862512201757,0.853133439450575,0.8494099378881987,0.8036206265554091,0.8551581027667985,0.8854834296138645,0.899394608061656,0.8742559523809523,0.8574710702148917,0.03865422716096799,55
0.04338923931121826,0.00830840088291165,0.012281250953674317,0.0027915646983425525,1000,0.1,8000,"(1, 2)","{'chi2__k': 1000, 'clf__alpha': 0.1, 'tfidf__max_features': 8000, 'tfidf__ngram_range': (1, 2)}",0.8591092815230746,0.8218459191456904,0.906669559127999,0.9228830380146169,0.8851803865358853,0.8499164124078311,0.8404895949461166,0.9217233810520256,0.9207824815662344,0.9337540478844826,0.8769330669330669,0.8990950808027467,0.9118470659775009,0.8806873189739323,0.91566534914361,0.8177795031055901,0.8451939443811929,0.9762598952624528,0.9314087301587302,0.8598579681188376,0.9359744855110987,0.9113431677018633,0.8862978017293874,0.8887282765543636,0.9218340888707022,0.8847817171386966,0.8374385025200243,0.9195814752879969,0.8938387216648087,0.9099091445638761,0.8577353202353202,0.8863387216648086,0.8771522813882149,0.9328623188405798,0.9078498494259364,0.8653369094673442,0.8542126623376624,0.8946426367749898,0.8839155200253599,0.956231884057971,0.9130510793554272,0.9549042443064182,0.869032634032634,0.8743541000062739,0.8292747885854292,0.7999927382135621,0.9236144290492116,0.8995137520718016,0.9053762886300072,0.9196621089907535,0.9127827969132317,0.8795740793023402,0.8738271088814566,0.9202991875274484,0.8975877192982455,0.8345289855072464,0.900076581027668,0.8296179588777041,0.9541172224038357,0.8888708513708514,0.9057756246311234,0.9309448522492001,0.8577947579240682,0.8792082726579293,0.9087278968171417,0.9096674762435633,0.9314570393374741,0.865680104209516,0.8728862918164977,0.9019990730517047,0.8399451145614829,0.9335884164145034,0.8552536988606783,0.8989795292426872,0.9234117986005858,0.8684295341396544,0.8911312028932166,0.8943687233818813,0.863868230358505,0.9766946778711485,0.955450781102955,0.9001749880554228,0.8881183731727209,0.8755281855825334,0.943783606744133,0.8428305028305028,0.8510024154589373,0.8623593568902493,0.8590981240981241,0.8984947932502281,0.883788295038295,0.9142584198243868,0.9079538520213577,0.8868081066418663,0.8748260949576739,0.8664189706809844,0.9200038138825324,0.8984775007601095,0.8978619721239858,0.9105691367456072,0.8921076577029935,0.03482197908829547,1
0.032691528797149656,0.00582310399347986,0.010533201694488525,0.002953755664510979,1000,0.5,3000,"(1, 1)","{'chi2__k': 1000, 'clf__alpha': 0.5, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.9111563074606552,0.8470989066870074,0.7815509128552607,0.8991278166278166,0.8333170324986182,0.8098515837586295,0.8157277354288224,0.8429924242424243,0.8633152850512185,0.9317432476943347,0.8797967140072402,0.8525056886822695,0.8794875173136043,0.8249608925695882,0.9195454545454546,0.7293777056277055,0.831875538648994,0.9410830745341614,0.8980536975102194,0.8824191526717102,0.8800038850038849,0.8447857697857698,0.85218015992004,0.8799415369781503,0.9214228334594468,0.8522941562844308,0.7696232501177649,0.9059675704412546,0.8842372723894463,0.8739671975509571,0.8269789248593596,0.8327913382490041,0.865715449299209,0.8592618403716802,0.8861714975845412,0.8511868686868687,0.8395362549181229,0.8478700711053653,0.8418791956835435,0.933094109996284,0.8925661295226512,0.8856644563166303,0.9126529267833615,0.7987838791643139,0.8215390460670781,0.7784202098536726,0.9023371917937135,0.8609301615903279,0.8956664078674947,0.8343784838350056,0.8727049218897045,0.8673975481040699,0.8731739630077225,0.8605377225114067,0.8883708854074988,0.8036855877616746,0.9325567143853588,0.8137932116192986,0.8856176304513901,0.8301749880554229,0.8996918962679832,0.8599376227637097,0.8209983866760275,0.8775537988581467,0.8519376933135514,0.8586617428465255,0.885671978277477,0.8330018887799209,0.8129659692159692,0.8506270412743357,0.8135091680350302,0.8540996407697268,0.8032373423677772,0.8616499023851965,0.8674212705677236,0.8867144683960541,0.8888415531836584,0.8527699988798387,0.8562856829161176,0.9302840909090909,0.9095732118758434,0.8451898101898102,0.9126370308435526,0.8237030942913296,0.9115595264765746,0.8041587331944975,0.8214338409704542,0.8169781667607754,0.8672827524729698,0.8359189723320158,0.8770889255671864,0.8451130279166332,0.8852312259762791,0.8416930171277998,0.853153324131585,0.792077922077922,0.855482282782054,0.8854834296138645,0.8757751427316645,0.8748880195891066,0.8593513053069444,0.039278821661356454,46
0.050555248260498044,0.008210344572717956,0.013931188583374023,0.003004396587144864,1000,0.5,3000,"(1, 2)","{'chi2__k': 1000, 'clf__alpha': 0.5, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.8672817726475108,0.856610671936759,0.8850284679089027,0.9228830380146169,0.8740347339428642,0.8617365878464276,0.8506944444444444,0.8745111048371919,0.9106634339471869,0.9430676328502415,0.8672954034773454,0.8969720195263673,0.9336403089663959,0.8806873189739323,0.906364337416969,0.829721722785224,0.8466777781706418,0.9762598952624528,0.909127696134275,0.8382258278805593,0.9364092681197944,0.8785912155477373,0.8750296857873584,0.8639134617395487,0.9434632034632034,0.8749546420398824,0.8374385025200243,0.895898033126294,0.8700124859249573,0.8977799090650753,0.8598158756024888,0.8736204676965547,0.8780037306635772,0.9117057218144176,0.8789984472049689,0.840537410720477,0.876406283961473,0.8731347684001137,0.8844604429387037,0.956231884057971,0.9130510793554272,0.9434091604429133,0.8476628090602683,0.8605992618492619,0.843719806763285,0.7897071832685644,0.911036789297659,0.8878957867038362,0.9076302490465997,0.8973130482641352,0.9127827969132317,0.8887804285086893,0.8606892255229851,0.8977259750053868,0.8875556680161943,0.8215107274793976,0.9117662266926972,0.8381724332990514,0.9316332663014586,0.8790234275528392,0.875012402346162,0.9309448522492001,0.8592171717171717,0.8672138721309202,0.909950555737169,0.8870550959338145,0.94063428046804,0.8527744461102782,0.8477713863812262,0.9007950596737782,0.8156480295067252,0.8908708854074987,0.82192873488068,0.8753427128427128,0.9234117986005858,0.8685959660544059,0.8887381056946274,0.8956004594820384,0.8659097576717714,0.9544614762901208,0.9440165631469979,0.8899686716791979,0.9017529330572809,0.8516955072883725,0.9211878510505513,0.8422596579833421,0.8354623540237351,0.8595686680469289,0.847987012987013,0.8883351702645181,0.8611765291400841,0.904053314683007,0.918311230150475,0.8530094422485728,0.8655453342953343,0.8419450860694055,0.9090799008390542,0.8984673793026197,0.8980778432094222,0.9117662266926974,0.8838509871204634,0.03459882576373958,10
0.034035065174102784,0.005788780403357347,0.010846760272979736,0.00306144686122006,1000,0.5,5000,"(1, 1)","{'chi2__k': 1000, 'clf__alpha': 0.5, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",0.9111563074606552,0.8470989066870074,0.7815509128552607,0.8991278166278166,0.8333170324986182,0.8098515837586295,0.8157277354288224,0.8429924242424243,0.8633152850512185,0.9317432476943347,0.8797967140072402,0.8525056886822695,0.8794875173136043,0.8249608925695882,0.9195454545454546,0.7293777056277055,0.831875538648994,0.9410830745341614,0.8980536975102194,0.8824191526717102,0.8800038850038849,0.8447857697857698,0.85218015992004,0.8799415369781503,0.9214228334594468,0.8522941562844308,0.7696232501177649,0.9059675704412546,0.8842372723894463,0.8739671975509571,0.8269789248593596,0.8327913382490041,0.865715449299209,0.8592618403716802,0.8861714975845412,0.8511868686868687,0.8395362549181229,0.8478700711053653,0.8418791956835435,0.933094109996284,0.8925661295226512,0.8856644563166303,0.9126529267833615,0.7987838791643139,0.8215390460670781,0.7784202098536726,0.9023371917937135,0.8609301615903279,0.8956664078674947,0.8343784838350056,0.8727049218897045,0.8673975481040699,0.8731739630077225,0.8605377225114067,0.8883708854074988,0.8036855877616746,0.9325567143853588,0.8137932116192986,0.8856176304513901,0.8301749880554229,0.8996918962679832,0.8599376227637097,0.8209983866760275,0.8775537988581467,0.8519376933135514,0.8586617428465255,0.885671978277477,0.8330018887799209,0.8129659692159692,0.8506270412743357,0.8135091680350302,0.8540996407697268,0.8032373423677772,0.8616499023851965,0.8674212705677236,0.8867144683960541,0.8888415531836584,0.8527699988798387,0.8562856829161176,0.9302840909090909,0.9095732118758434,0.8451898101898102,0.9126370308435526,0.8237030942913296,0.9115595264765746,0.8041587331944975,0.8214338409704542,0.8169781667607754,0.8672827524729698,0.8359189723320158,0.8770889255671864,0.8451130279166332,0.8852312259762791,0.8416930171277998,0.853153324131585,0.792077922077922,0.855482282782054,0.8854834296138645,0.8757751427316645,0.8748880195891066,0.8593513053069444,0.039278821661356454,46
0.04904304265975952,0.01427218327048318,0.012914066314697265,0.0035270526199767936,1000,0.5,5000,"(1, 2)","{'chi2__k': 1000, 'clf__alpha': 0.5, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2)}",0.8672817726475108,0.856610671936759,0.8850284679089027,0.9228830380146169,0.8740347339428642,0.8617365878464276,0.8506944444444444,0.8745111048371919,0.9106634339471869,0.9430676328502415,0.8672954034773454,0.8969720195263673,0.9336403089663959,0.8806873189739323,0.906364337416969,0.829721722785224,0.8466777781706418,0.9762598952624528,0.909127696134275,0.8382258278805593,0.9364092681197944,0.8785912155477373,0.8750296857873584,0.8639134617395487,0.9434632034632034,0.8749546420398824,0.8374385025200243,0.895898033126294,0.8700124859249573,0.8977799090650753,0.8598158756024888,0.8736204676965547,0.8780037306635772,0.9117057218144176,0.8789984472049689,0.840537410720477,0.876406283961473,0.8731347684001137,0.8844604429387037,0.956231884057971,0.9130510793554272,0.9434091604429133,0.8476628090602683,0.8605992618492619,0.843719806763285,0.7897071832685644,0.911036789297659,0.8878957867038362,0.9076302490465997,0.8973130482641352,0.9127827969132317,0.8887804285086893,0.8606892255229851,0.8977259750053868,0.8875556680161943,0.8215107274793976,0.9117662266926972,0.8381724332990514,0.9316332663014586,0.8790234275528392,0.875012402346162,0.9309448522492001,0.8592171717171717,0.8672138721309202,0.909950555737169,0.8870550959338145,0.94063428046804,0.8527744461102782,0.8477713863812262,0.9007950596737782,0.8156480295067252,0.8908708854074987,0.82192873488068,0.8753427128427128,0.9234117986005858,0.8685959660544059,0.8887381056946274,0.8956004594820384,0.8659097576717714,0.9544614762901208,0.9440165631469979,0.8899686716791979,0.9017529330572809,0.8516955072883725,0.9211878510505513,0.8422596579833421,0.8354623540237351,0.8595686680469289,0.847987012987013,0.8883351702645181,0.8611765291400841,0.904053314683007,0.918311230150475,0.8530094422485728,0.8655453342953343,0.8419450860694055,0.9090799008390542,0.8984673793026197,0.8980778432094222,0.9117662266926974,0.8838509871204634,0.03459882576373958,10
