mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_chi2__k,param_clf__estimator__C,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,split50_test_score,split51_test_score,split52_test_score,split53_test_score,split54_test_score,split55_test_score,split56_test_score,split57_test_score,split58_test_score,split59_test_score,split60_test_score,split61_test_score,split62_test_score,split63_test_score,split64_test_score,split65_test_score,split66_test_score,split67_test_score,split68_test_score,split69_test_score,split70_test_score,split71_test_score,split72_test_score,split73_test_score,split74_test_score,split75_test_score,split76_test_score,split77_test_score,split78_test_score,split79_test_score,split80_test_score,split81_test_score,split82_test_score,split83_test_score,split84_test_score,split85_test_score,split86_test_score,split87_test_score,split88_test_score,split89_test_score,split90_test_score,split91_test_score,split92_test_score,split93_test_score,split94_test_score,split95_test_score,split96_test_score,split97_test_score,split98_test_score,split99_test_score,mean_test_score,std_test_score,rank_test_score
0.24529577493667604,0.05639759713892922,0.025996456146240233,0.007151499843930662,1000,0.1,3000,"(1, 1)","{'chi2__k': 1000, 'clf__estimator__C': 0.1, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.8927421210029907,0.8405014722119984,0.8665582062864672,0.9003985507246377,0.8773844030365769,0.8345373245916725,0.868590760854188,0.8529841897233201,0.8693921434490488,0.9426539855072463,0.8812951612122093,0.8396856495994427,0.9353444381705251,0.871503549844511,0.8953781512605041,0.7701058201058201,0.8503560147581886,0.9521599143610013,0.8957147170462387,0.8371560846560846,0.9023291553983774,0.8585171986770452,0.8918176328502416,0.878717454043541,0.9430284208545078,0.8228024683048911,0.8253942097073743,0.8858377003113845,0.8969599352465485,0.8777650567676143,0.8819313476378693,0.8653257994018864,0.9006203056203056,0.8668034381077859,0.8672414361001317,0.8335829521355838,0.8654708654516838,0.8773370970461762,0.8763680281071586,0.9098462889767238,0.9039974518235387,0.888107708885741,0.8723880889641759,0.820170931280771,0.8648381960466359,0.8098171255708441,0.9020141262246525,0.910394094396652,0.9324479916904294,0.8419820487483531,0.8836136689397559,0.8911535646318255,0.8954611202948798,0.8988995215311004,0.9098423306289439,0.8365089972956106,0.9086165223665224,0.8465690832009511,0.9011518544384678,0.8582902298850574,0.9008937198067632,0.9122023809523809,0.8573435847011559,0.878993271221532,0.8987555007921141,0.850924488152749,0.9080740267121341,0.8562039463094451,0.8136229946524064,0.9013459538173496,0.8166982976765587,0.9233167728533861,0.7952253905514775,0.9010567632850242,0.8810867295049217,0.8539008785332315,0.8886632341723875,0.9109628734436919,0.8505093776641092,0.932722816399287,0.9013694638694639,0.8616628108733372,0.8822196796338673,0.8894069145957018,0.9115595264765746,0.887196290022377,0.8427431597769126,0.8253672744561491,0.8364545327860545,0.8937952898550725,0.8694607023411371,0.8625894448688567,0.9005043859649122,0.8761823924867403,0.843153324131585,0.8387816496369127,0.8472364953886693,0.8979924242424242,0.9021518374587427,0.8727502179361446,0.8755348492399816,0.03352355280596278,37
0.22541109561920167,0.02629734652318149,0.025331745147705077,0.005989142483480358,1000,0.1,3000,"(1, 2)","{'chi2__k': 1000, 'clf__estimator__C': 0.1, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.8821259356585444,0.8261661888835802,0.8756788863310603,0.9095488267770876,0.8747265995485229,0.8732038010298879,0.8757437070938214,0.8871813241106719,0.912222560048647,0.940785379369139,0.8672954034773454,0.8849177814938685,0.9227667984189724,0.9053086406347276,0.9200633576949366,0.8481519869019869,0.8541809398331137,0.962576581027668,0.9063719796285585,0.8128318270423533,0.925534859876965,0.8659060476137135,0.8798999722626725,0.8766194554238033,0.9227911581172451,0.8834914361001318,0.828432967288466,0.9063597935880544,0.8853462914532708,0.9087257519331149,0.8388781146389842,0.8747931108428819,0.8670981176078627,0.8752191166321601,0.8690761231522101,0.8425435748462065,0.9000395256916995,0.8975638509685824,0.8875849470222871,0.9434786942653075,0.9144917582417582,0.9355517127799736,0.8613485789572746,0.8994137022397892,0.8424326833222714,0.7916242743834483,0.9102872299325389,0.8995222321538111,0.9076302490465997,0.8773506161357825,0.9140113871635611,0.8819834287576223,0.8726732627276106,0.8856617086193745,0.9003716535181067,0.8458874087392394,0.8984980719763328,0.8711886798845003,0.8993561501427634,0.8904625068418172,0.888953667105841,0.9070219273480143,0.8302092352092352,0.855405138339921,0.9328031198397331,0.8773369565217392,0.94063428046804,0.8559539648094635,0.8531655844155843,0.8906310152340098,0.8176669586452195,0.9346027694654697,0.8539092543611995,0.8647179193803908,0.915314180742848,0.8666147483473818,0.8891327573392791,0.8997681485181486,0.8525039605703222,0.9327821049368364,0.9109667325428195,0.8912183649683649,0.8902716276858154,0.8963251241512111,0.9211878510505513,0.8790113871635611,0.8056729968349159,0.8619913661218009,0.8519498670553658,0.8892807592615777,0.8517600696405043,0.8929076479076479,0.9194971275863724,0.8388094301265656,0.8783549783549783,0.8962541317060768,0.8898901775188961,0.8893470659775007,0.9221710374971245,0.8769427797602855,0.884339169244049,0.03204285676771497,28
0.18840255975723266,0.026646882402090167,0.021522591114044188,0.004436103219284817,1000,0.1,5000,"(1, 1)","{'chi2__k': 1000, 'clf__estimator__C': 0.1, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",0.8927421210029907,0.8405014722119984,0.8665582062864672,0.9003985507246377,0.8773844030365769,0.8345373245916725,0.868590760854188,0.8529841897233201,0.8693921434490488,0.9426539855072463,0.8812951612122093,0.8396856495994427,0.9353444381705251,0.871503549844511,0.8953781512605041,0.7701058201058201,0.8503560147581886,0.9521599143610013,0.8957147170462387,0.8371560846560846,0.9023291553983774,0.8585171986770452,0.8918176328502416,0.878717454043541,0.9430284208545078,0.8228024683048911,0.8253942097073743,0.8858377003113845,0.8969599352465485,0.8777650567676143,0.8819313476378693,0.8653257994018864,0.9006203056203056,0.8668034381077859,0.8672414361001317,0.8335829521355838,0.8654708654516838,0.8773370970461762,0.8763680281071586,0.9098462889767238,0.9039974518235387,0.888107708885741,0.8723880889641759,0.820170931280771,0.8648381960466359,0.8098171255708441,0.9020141262246525,0.910394094396652,0.9324479916904294,0.8419820487483531,0.8836136689397559,0.8911535646318255,0.8954611202948798,0.8988995215311004,0.9098423306289439,0.8365089972956106,0.9086165223665224,0.8465690832009511,0.9011518544384678,0.8582902298850574,0.9008937198067632,0.9122023809523809,0.8573435847011559,0.878993271221532,0.8987555007921141,0.850924488152749,0.9080740267121341,0.8562039463094451,0.8136229946524064,0.9013459538173496,0.8166982976765587,0.9233167728533861,0.7952253905514775,0.9010567632850242,0.8810867295049217,0.8539008785332315,0.8886632341723875,0.9109628734436919,0.8505093776641092,0.932722816399287,0.9013694638694639,0.8616628108733372,0.8822196796338673,0.8894069145957018,0.9115595264765746,0.887196290022377,0.8427431597769126,0.8253672744561491,0.8364545327860545,0.8937952898550725,0.8694607023411371,0.8625894448688567,0.9005043859649122,0.8761823924867403,0.843153324131585,0.8387816496369127,0.8472364953886693,0.8979924242424242,0.9021518374587427,0.8727502179361446,0.8755348492399816,0.03352355280596278,37
0.32008650541305544,0.1323393238145486,0.03174140691757202,0.015221659709226228,1000,0.1,5000,"(1, 2)","{'chi2__k': 1000, 'clf__estimator__C': 0.1, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2)}",0.8821259356585444,0.8261661888835802,0.8756788863310603,0.9095488267770876,0.8747265995485229,0.8732038010298879,0.8757437070938214,0.8871813241106719,0.912222560048647,0.940785379369139,0.8672954034773454,0.8849177814938685,0.9227667984189724,0.9053086406347276,0.9200633576949366,0.8481519869019869,0.8541809398331137,0.962576581027668,0.9063719796285585,0.8128318270423533,0.925534859876965,0.8659060476137135,0.8798999722626725,0.8766194554238033,0.9227911581172451,0.8834914361001318,0.828432967288466,0.9063597935880544,0.8853462914532708,0.9087257519331149,0.8388781146389842,0.8747931108428819,0.8670981176078627,0.8752191166321601,0.8690761231522101,0.8425435748462065,0.9000395256916995,0.8975638509685824,0.8875849470222871,0.9434786942653075,0.9144917582417582,0.9355517127799736,0.8613485789572746,0.8994137022397892,0.8424326833222714,0.7916242743834483,0.9102872299325389,0.8995222321538111,0.9076302490465997,0.8773506161357825,0.9140113871635611,0.8819834287576223,0.8726732627276106,0.8856617086193745,0.9003716535181067,0.8458874087392394,0.8984980719763328,0.8711886798845003,0.8993561501427634,0.8904625068418172,0.888953667105841,0.9070219273480143,0.8302092352092352,0.855405138339921,0.9328031198397331,0.8773369565217392,0.94063428046804,0.8559539648094635,0.8531655844155843,0.8906310152340098,0.8176669586452195,0.9346027694654697,0.8539092543611995,0.8647179193803908,0.915314180742848,0.8666147483473818,0.8891327573392791,0.8997681485181486,0.8525039605703222,0.9327821049368364,0.9109667325428195,0.8912183649683649,0.8902716276858154,0.8963251241512111,0.9211878510505513,0.8790113871635611,0.8056729968349159,0.8619913661218009,0.8519498670553658,0.8892807592615777,0.8517600696405043,0.8929076479076479,0.9194971275863724,0.8388094301265656,0.8783549783549783,0.8962541317060768,0.8898901775188961,0.8893470659775007,0.9221710374971245,0.8769427797602855,0.884339169244049,0.03204285676771497,28
0.1798216509819031,0.018093815919911008,0.02120598316192627,0.004568449277581304,1000,0.1,8000,"(1, 1)","{'chi2__k': 1000, 'clf__estimator__C': 0.1, 'tfidf__max_features': 8000, 'tfidf__ngram_range': (1, 1)}",0.8927421210029907,0.8405014722119984,0.8665582062864672,0.9003985507246377,0.8773844030365769,0.8345373245916725,0.868590760854188,0.8529841897233201,0.8693921434490488,0.9426539855072463,0.8812951612122093,0.8396856495994427,0.9353444381705251,0.871503549844511,0.8953781512605041,0.7701058201058201,0.8503560147581886,0.9521599143610013,0.8957147170462387,0.8371560846560846,0.9023291553983774,0.8585171986770452,0.8918176328502416,0.878717454043541,0.9430284208545078,0.8228024683048911,0.8253942097073743,0.8858377003113845,0.8969599352465485,0.8777650567676143,0.8819313476378693,0.8653257994018864,0.9006203056203056,0.8668034381077859,0.8672414361001317,0.8335829521355838,0.8654708654516838,0.8773370970461762,0.8763680281071586,0.9098462889767238,0.9039974518235387,0.888107708885741,0.8723880889641759,0.820170931280771,0.8648381960466359,0.8098171255708441,0.9020141262246525,0.910394094396652,0.9324479916904294,0.8419820487483531,0.8836136689397559,0.8911535646318255,0.8954611202948798,0.8988995215311004,0.9098423306289439,0.8365089972956106,0.9086165223665224,0.8465690832009511,0.9011518544384678,0.8582902298850574,0.9008937198067632,0.9122023809523809,0.8573435847011559,0.878993271221532,0.8987555007921141,0.850924488152749,0.9080740267121341,0.8562039463094451,0.8136229946524064,0.9013459538173496,0.8166982976765587,0.9233167728533861,0.7952253905514775,0.9010567632850242,0.8810867295049217,0.8539008785332315,0.8886632341723875,0.9109628734436919,0.8505093776641092,0.932722816399287,0.9013694638694639,0.8616628108733372,0.8822196796338673,0.8894069145957018,0.9115595264765746,0.887196290022377,0.8427431597769126,0.8253672744561491,0.8364545327860545,0.8937952898550725,0.8694607023411371,0.8625894448688567,0.9005043859649122,0.8761823924867403,0.843153324131585,0.8387816496369127,0.8472364953886693,0.8979924242424242,0.9021518374587427,0.8727502179361446,0.8755348492399816,0.03352355280596278,37
0.20116434574127198,0.018469652057269616,0.02281151056289673,0.004241471932679398,1000,0.1,8000,"(1, 2)","{'chi2__k': 1000, 'clf__estimator__C': 0.1, 'tfidf__max_features': 8000, 'tfidf__ngram_range': (1, 2)}",0.8821259356585444,0.8261661888835802,0.8756788863310603,0.9095488267770876,0.8747265995485229,0.8732038010298879,0.8757437070938214,0.8871813241106719,0.912222560048647,0.940785379369139,0.8672954034773454,0.8849177814938685,0.9227667984189724,0.9053086406347276,0.9200633576949366,0.8481519869019869,0.8541809398331137,0.962576581027668,0.9063719796285585,0.8128318270423533,0.925534859876965,0.8659060476137135,0.8798999722626725,0.8766194554238033,0.9227911581172451,0.8834914361001318,0.828432967288466,0.9063597935880544,0.8853462914532708,0.9087257519331149,0.8388781146389842,0.8747931108428819,0.8670981176078627,0.8752191166321601,0.8690761231522101,0.8425435748462065,0.9000395256916995,0.8975638509685824,0.8875849470222871,0.9434786942653075,0.9144917582417582,0.9355517127799736,0.8613485789572746,0.8994137022397892,0.8424326833222714,0.7916242743834483,0.9102872299325389,0.8995222321538111,0.9076302490465997,0.8773506161357825,0.9140113871635611,0.8819834287576223,0.8726732627276106,0.8856617086193745,0.9003716535181067,0.8458874087392394,0.8984980719763328,0.8711886798845003,0.8993561501427634,0.8904625068418172,0.888953667105841,0.9070219273480143,0.8302092352092352,0.855405138339921,0.9328031198397331,0.8773369565217392,0.94063428046804,0.8559539648094635,0.8531655844155843,0.8906310152340098,0.8176669586452195,0.9346027694654697,0.8539092543611995,0.8647179193803908,0.915314180742848,0.8666147483473818,0.8891327573392791,0.8997681485181486,0.8525039605703222,0.9327821049368364,0.9109667325428195,0.8912183649683649,0.8902716276858154,0.8963251241512111,0.9211878510505513,0.8790113871635611,0.8056729968349159,0.8619913661218009,0.8519498670553658,0.8892807592615777,0.8517600696405043,0.8929076479076479,0.9194971275863724,0.8388094301265656,0.8783549783549783,0.8962541317060768,0.8898901775188961,0.8893470659775007,0.9221710374971245,0.8769427797602855,0.884339169244049,0.03204285676771497,28
0.17670020818710327,0.017922594543722383,0.020364317893981933,0.0052035726328038346,1000,1.0,3000,"(1, 1)","{'chi2__k': 1000, 'clf__estimator__C': 1.0, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",0.903452978181239,0.8895574534161491,0.8771390143672753,0.911231884057971,0.831808143547274,0.8682876905702993,0.8571153703027105,0.8594043887147336,0.8909217008481713,0.9558486398511974,0.8774055425886089,0.8898874485544965,0.912212968191229,0.8715220679608551,0.9195238095238095,0.8285513674068661,0.8846846131028053,0.9412310606060605,0.9105057701605016,0.8841580478345185,0.9364092681197944,0.9023190235690235,0.9026224982746722,0.9213054457619676,0.9441106719367589,0.872510189086276,0.8155755891593488,0.9061573720397249,0.8971785270412274,0.8741655385677125,0.8532243652609786,0.8617505150371283,0.890390499194847,0.8919533063554803,0.896425585284281,0.8430687830687831,0.8642706045966915,0.8997262701067048,0.9017687342495526,0.8994866848127718,0.9007427536231883,0.8823254543363239,0.8947312485247465,0.8510238252086079,0.8793523746784616,0.8429715386952229,0.9246409749670619,0.8864498864307049,0.9199299719887954,0.8733730490523968,0.9113690476190476,0.8805784283183085,0.8872002507296625,0.9057445546232732,0.933903162055336,0.8283909749670619,0.9322174521982706,0.8481089382734148,0.9236850106415324,0.8767911255411256,0.9203207995284655,0.8729148121138968,0.8833554193401392,0.9212351778656127,0.9096247412008281,0.8613742236024845,0.8969812668150263,0.8685279853388814,0.858260046113307,0.8629584088680199,0.8356573941356549,0.9123411371237459,0.8183885860516296,0.8900084175084175,0.9038034572216493,0.8728939716031496,0.9342857142857143,0.8981452726017943,0.8679951690821255,0.9453903300450615,0.8991501976284585,0.8914197206302469,0.9341787439613527,0.9212453793346242,0.9125535505684247,0.8523680743360377,0.8421308335066917,0.8496309346852825,0.879642544799029,0.9019265969537709,0.9009762701067049,0.8735237098792086,0.9230801435406699,0.8555788474810214,0.8454801639584248,0.8608440787960239,0.8666123188405798,0.9315113871635611,0.9092716462281679,0.8767305491990847,0.88784717475826,0.03049803018132688,19
0.22313012838363647,0.02137199418227652,0.02341778516769409,0.004833204758413113,1000,1.0,3000,"(1, 2)","{'chi2__k': 1000, 'clf__estimator__C': 1.0, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 2)}",0.8720572905355514,0.8603260869565217,0.8998815496098105,0.9338977507999247,0.876591813273399,0.8886538391687133,0.8721167048054919,0.8850765049102645,0.9452347471369211,0.9433838383838384,0.8781233255552674,0.9349358904507645,0.9232773386034255,0.9035870289131159,0.9073809523809524,0.8377868841684631,0.8783165235564037,0.9762598952624528,0.9192308478135136,0.8589448051948052,0.9357530684418556,0.9006020066889632,0.9005330740113349,0.9091341207102077,0.9425250626566416,0.8981329311420845,0.8510570317363796,0.9186571367677505,0.9286777295930614,0.9206610737940661,0.8618555900621119,0.8657358523119393,0.8906104784909132,0.9087517253278122,0.9067775521579869,0.8441919714745802,0.9241729104229104,0.9089274873322187,0.9208288770053477,0.9564805665349143,0.9132267008353965,0.9237116506681724,0.8634500141419379,0.9339908813535815,0.8544446495533452,0.8382125901335047,0.94591821222256,0.8988424075924076,0.9218369614798567,0.9097122762148337,0.9333855637116506,0.886395790200138,0.8880338213147138,0.8977121038762915,0.933903162055336,0.8680070463480074,0.9106681078228394,0.8752043151356652,0.913504973287582,0.9110569985569985,0.8997870004391744,0.922179270005357,0.8478260869565217,0.8998004522175003,0.9425514874141876,0.8806443053725662,0.9515273728828717,0.886662301064475,0.8662885474555955,0.9139460076960076,0.8311423231499957,0.9249378510505513,0.8793551456594935,0.8744884996772868,0.9142974588340722,0.8850210084033614,0.8989546494695236,0.9119110056610056,0.8697908371821416,0.9554912617220801,0.9327470355731226,0.9458855637116508,0.9036332528180354,0.9078539443884712,0.9442776778903781,0.8680825334086204,0.8742315069840645,0.8871600735155722,0.8526767569126904,0.9240593421923345,0.8521446850251198,0.9034360687621557,0.9066902834008097,0.8946180449984797,0.8651540640899908,0.8837116830537883,0.8903842486651412,0.9432789855072463,0.911014911014911,0.8872263939340599,0.9004521801880793,0.030663690513162815,1
0.19113022327423096,0.018304776381355536,0.02206545352935791,0.004814258865074428,1000,1.0,5000,"(1, 1)","{'chi2__k': 1000, 'clf__estimator__C': 1.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",0.903452978181239,0.8895574534161491,0.8771390143672753,0.911231884057971,0.831808143547274,0.8682876905702993,0.8571153703027105,0.8594043887147336,0.8909217008481713,0.9558486398511974,0.8774055425886089,0.8898874485544965,0.912212968191229,0.8715220679608551,0.9195238095238095,0.8285513674068661,0.8846846131028053,0.9412310606060605,0.9105057701605016,0.8841580478345185,0.9364092681197944,0.9023190235690235,0.9026224982746722,0.9213054457619676,0.9441106719367589,0.872510189086276,0.8155755891593488,0.9061573720397249,0.8971785270412274,0.8741655385677125,0.8532243652609786,0.8617505150371283,0.890390499194847,0.8919533063554803,0.896425585284281,0.8430687830687831,0.8642706045966915,0.8997262701067048,0.9017687342495526,0.8994866848127718,0.9007427536231883,0.8823254543363239,0.8947312485247465,0.8510238252086079,0.8793523746784616,0.8429715386952229,0.9246409749670619,0.8864498864307049,0.9199299719887954,0.8733730490523968,0.9113690476190476,0.8805784283183085,0.8872002507296625,0.9057445546232732,0.933903162055336,0.8283909749670619,0.9322174521982706,0.8481089382734148,0.9236850106415324,0.8767911255411256,0.9203207995284655,0.8729148121138968,0.8833554193401392,0.9212351778656127,0.9096247412008281,0.8613742236024845,0.8969812668150263,0.8685279853388814,0.858260046113307,0.8629584088680199,0.8356573941356549,0.9123411371237459,0.8183885860516296,0.8900084175084175,0.9038034572216493,0.8728939716031496,0.9342857142857143,0.8981452726017943,0.8679951690821255,0.9453903300450615,0.8991501976284585,0.8914197206302469,0.9341787439613527,0.9212453793346242,0.9125535505684247,0.8523680743360377,0.8421308335066917,0.8496309346852825,0.879642544799029,0.9019265969537709,0.9009762701067049,0.8735237098792086,0.9230801435406699,0.8555788474810214,0.8454801639584248,0.8608440787960239,0.8666123188405798,0.9315113871635611,0.9092716462281679,0.8767305491990847,0.88784717475826,0.03049803018132688,19
0.22208630800247192,0.017547438703297794,0.02379852533340454,0.004631267144070454,1000,1.0,5000,"(1, 2)","{'chi2__k': 1000, 'clf__estimator__C': 1.0, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 2)}",0.8720572905355514,0.8603260869565217,0.8998815496098105,0.9338977507999247,0.876591813273399,0.8886538391687133,0.8721167048054919,0.8850765049102645,0.9452347471369211,0.9433838383838384,0.8781233255552674,0.9349358904507645,0.9232773386034255,0.9035870289131159,0.9073809523809524,0.8377868841684631,0.8783165235564037,0.9762598952624528,0.9192308478135136,0.8589448051948052,0.9357530684418556,0.9006020066889632,0.9005330740113349,0.9091341207102077,0.9425250626566416,0.8981329311420845,0.8510570317363796,0.9186571367677505,0.9286777295930614,0.9206610737940661,0.8618555900621119,0.8657358523119393,0.8906104784909132,0.9087517253278122,0.9067775521579869,0.8441919714745802,0.9241729104229104,0.9089274873322187,0.9208288770053477,0.9564805665349143,0.9132267008353965,0.9237116506681724,0.8634500141419379,0.9339908813535815,0.8544446495533452,0.8382125901335047,0.94591821222256,0.8988424075924076,0.9218369614798567,0.9097122762148337,0.9333855637116506,0.886395790200138,0.8880338213147138,0.8977121038762915,0.933903162055336,0.8680070463480074,0.9106681078228394,0.8752043151356652,0.913504973287582,0.9110569985569985,0.8997870004391744,0.922179270005357,0.8478260869565217,0.8998004522175003,0.9425514874141876,0.8806443053725662,0.9515273728828717,0.886662301064475,0.8662885474555955,0.9139460076960076,0.8311423231499957,0.9249378510505513,0.8793551456594935,0.8744884996772868,0.9142974588340722,0.8850210084033614,0.8989546494695236,0.9119110056610056,0.8697908371821416,0.9554912617220801,0.9327470355731226,0.9458855637116508,0.9036332528180354,0.9078539443884712,0.9442776778903781,0.8680825334086204,0.8742315069840645,0.8871600735155722,0.8526767569126904,0.9240593421923345,0.8521446850251198,0.9034360687621557,0.9066902834008097,0.8946180449984797,0.8651540640899908,0.8837116830537883,0.8903842486651412,0.9432789855072463,0.911014911014911,0.8872263939340599,0.9004521801880793,0.030663690513162815,1
